Recognition Log: Kshitij Sinha(1416-0481) Hritik Baweja(5667-7397) // [$1 RECOGNITION ALGORITHM] // [Unistroke Gesture Logs] // USER-DEPENDENT RANDOM-100
User[all-users],GestureType[all-gestures-types],RandomIteration[1to2],#ofTrainingExamples[E],TotalSizeOfTrainingSet[count],TrainingSetContents[specific-gesture-instances],Candidate[specific-instance],RecoResultGestureType[what-was-recognized],CorrectIncorrect[1or0],RecoResultScore,RecoResultBestMatch[specific-instance],RecoResultNBestSorted[instance-and-score]
4,Six,1,5,50,"['Zero10', 'Zero07', 'Zero06', 'Zero04', 'Zero03', 'One05', 'One09', 'One07', 'One10', 'One03', 'Two08', 'Two05', 'Two02', 'Two09', 'Two07', 'Three09', 'Three05', 'Three07', 'Three01', 'Three02', 'Four10', 'Four07', 'Four03', 'Four04', 'Four08', 'Five06', 'Five07', 'Five08', 'Five01', 'Five10', 'Six02', 'Six10', 'Six01', 'Six03', 'Six06', 'Seven02', 'Seven01', 'Seven10', 'Seven08', 'Seven03', 'Eight08', 'Eight04', 'Eight03', 'Eight09', 'Eight05', 'Nine01', 'Nine10', 'Nine03', 'Nine09', 'Nine06']",Six05,Six06,1,0.88,Six06,"{'Six06': 0.8844809747002961, 'Six02': 0.8510801086951669, 'Six10': 0.787793078324946, 'Zero10': 0.7619998675935548, 'Zero06': 0.7498705039127447, 'Zero07': 0.7465135885824832, 'Four07': 0.7392158423033097, 'Four10': 0.7252547351628696, 'Zero03': 0.724923056150113, 'Four08': 0.7168489466233756, 'Four04': 0.6867661767656894, 'Four03': 0.6821891559030069, 'Six03': 0.6493216865135609, 'Six01': 0.6442572377109148, 'Five01': 0.5438937425163943, 'Nine06': 0.5348845277454989, 'Zero04': 0.5221308936049507, 'Nine03': 0.5217981670720089, 'Five06': 0.5083955536744147, 'Nine09': 0.4963472154908074, 'Two05': 0.4952138629577162, 'Five08': 0.4948977126669625, 'Two02': 0.4841724651846011, 'Five07': 0.4786765737885246, 'Two09': 0.4711933780294165, 'Two08': 0.47115051010676734, 'Five10': 0.47029187131142247, 'One07': 0.46507011330033954, 'Three05': 0.4564409558230407, 'Nine10': 0.44634772439550385, 'Two07': 0.43524930645150395, 'Eight04': 0.41987161532789485, 'Nine01': 0.4045770366510846, 'Three07': 0.3948150005524531, 'Three09': 0.37878220394428297, 'Three02': 0.3783117998176282, 'Eight05': 0.376291468293777, 'Three01': 0.3697589045739167, 'Eight03': 0.362648202792726, 'Eight08': 0.347376282864996, 'One09': 0.3259856565332291, 'Seven03': 0.3201215831521371, 'Eight09': 0.3102133919030382, 'One05': 0.3078268523050133, 'One03': 0.29607991858524163, 'One10': 0.2894305562704743, 'Seven01': 0.28890393304263773, 'Seven10': 0.27335152382923433, 'Seven08': 0.2608753136196533, 'Seven02': 0.2579787921876585}"
4,Seven,1,5,50,"['Zero10', 'Zero07', 'Zero06', 'Zero04', 'Zero03', 'One05', 'One09', 'One07', 'One10', 'One03', 'Two08', 'Two05', 'Two02', 'Two09', 'Two07', 'Three09', 'Three05', 'Three07', 'Three01', 'Three02', 'Four10', 'Four07', 'Four03', 'Four04', 'Four08', 'Five06', 'Five07', 'Five08', 'Five01', 'Five10', 'Six02', 'Six10', 'Six01', 'Six03', 'Six06', 'Seven02', 'Seven01', 'Seven10', 'Seven08', 'Seven03', 'Eight08', 'Eight04', 'Eight03', 'Eight09', 'Eight05', 'Nine01', 'Nine10', 'Nine03', 'Nine09', 'Nine06']",Seven04,Seven08,1,0.95,Seven08,"{'Seven08': 0.9501162111929548, 'Seven10': 0.9379868030594672, 'Seven02': 0.9177733712584062, 'Seven03': 0.8271700625182682, 'Seven01': 0.8115177771421895, 'Three01': 0.7250353512979283, 'Three02': 0.7241260554981837, 'Three07': 0.6935803196297353, 'Three09': 0.6894421957952784, 'Three05': 0.6741848900799807, 'One07': 0.6693781427050547, 'Nine01': 0.6424338122286475, 'Two07': 0.6061943299319991, 'Nine10': 0.5713922903466944, 'Two08': 0.5682835864576307, 'Two09': 0.5534492487583911, 'Two02': 0.5251078846731231, 'Two05': 0.524434051086424, 'Nine09': 0.4934404638457516, 'Nine03': 0.4874675272643203, 'Five01': 0.4864933578745112, 'Five10': 0.4858028462100171, 'One09': 0.4855335854487637, 'One03': 0.45463418940723643, 'Nine06': 0.4528098826997692, 'Five06': 0.44631549355662503, 'Five07': 0.4199637051384175, 'Five08': 0.4101420503599188, 'One05': 0.3784961397909019, 'One10': 0.35124403940257753, 'Four03': 0.3440786005984806, 'Four07': 0.32347002846904194, 'Four08': 0.30579668023245654, 'Four10': 0.28417889380673755, 'Eight04': 0.27432590621218267, 'Zero10': 0.2741505062466796, 'Eight03': 0.2707745578296312, 'Four04': 0.2701679618264615, 'Six01': 0.2540966396341814, 'Zero06': 0.24443016217962343, 'Six06': 0.2432365802806623, 'Six10': 0.2358547203064154, 'Six03': 0.2320198447212507, 'Eight05': 0.20812411568138434, 'Six02': 0.20289453229763899, 'Eight08': 0.18348861017003637, 'Eight09': 0.15873249995792293, 'Zero07': 0.14923160450331596, 'Zero03': 0.14720286951346684, 'Zero04': 0.13782861655689704}"
4,Eight,1,5,50,"['Zero10', 'Zero07', 'Zero06', 'Zero04', 'Zero03', 'One05', 'One09', 'One07', 'One10', 'One03', 'Two08', 'Two05', 'Two02', 'Two09', 'Two07', 'Three09', 'Three05', 'Three07', 'Three01', 'Three02', 'Four10', 'Four07', 'Four03', 'Four04', 'Four08', 'Five06', 'Five07', 'Five08', 'Five01', 'Five10', 'Six02', 'Six10', 'Six01', 'Six03', 'Six06', 'Seven02', 'Seven01', 'Seven10', 'Seven08', 'Seven03', 'Eight08', 'Eight04', 'Eight03', 'Eight09', 'Eight05', 'Nine01', 'Nine10', 'Nine03', 'Nine09', 'Nine06']",Eight02,Eight09,1,0.9,Eight09,"{'Eight09': 0.8972995016109742, 'Eight03': 0.8231438523910335, 'Eight08': 0.8110475492994784, 'Eight04': 0.8007929412831145, 'Eight05': 0.7722924519852374, 'Four08': 0.5476838755593645, 'Four07': 0.48826580955441656, 'Zero07': 0.4757409773894904, 'Zero06': 0.4680056741256051, 'Zero10': 0.46659464046416554, 'Four03': 0.4596331145245085, 'Four10': 0.44380010196420416, 'Four04': 0.4386999531865159, 'Zero03': 0.43565077831659027, 'Zero04': 0.4130871195243694, 'Six06': 0.3666671957180403, 'Two05': 0.3623649676107046, 'Two09': 0.3589648313858925, 'One07': 0.355441714069336, 'Two02': 0.35422137584040114, 'Six10': 0.3423323690862754, 'Six02': 0.33049689519407544, 'Two08': 0.3148130354175688, 'Six01': 0.2951483240810525, 'Two07': 0.2923170739112585, 'Six03': 0.26867297738494256, 'Seven01': 0.2587922741571729, 'Nine03': 0.24609487510452188, 'Nine06': 0.24414163660988275, 'Seven03': 0.23273681544725155, 'Nine09': 0.22426750242038151, 'Three07': 0.22280156056124556, 'Nine10': 0.213123911618609, 'One05': 0.20796694150215833, 'One09': 0.20437735536822588, 'Nine01': 0.2028483835802526, 'Five06': 0.20170894422799468, 'Five08': 0.201198695951056, 'Three09': 0.19758599114168174, 'One03': 0.19746026672624184, 'Three05': 0.1921128999778705, 'Five01': 0.17959291321290827, 'Seven10': 0.17880009659123897, 'Three02': 0.17464057334273764, 'Seven08': 0.16953881809088533, 'Three01': 0.16861344540151868, 'One10': 0.16729904288971487, 'Five10': 0.1592555312446411, 'Five07': 0.154046565852215, 'Seven02': 0.1476456267974371}"
4,Nine,1,5,50,"['Zero10', 'Zero07', 'Zero06', 'Zero04', 'Zero03', 'One05', 'One09', 'One07', 'One10', 'One03', 'Two08', 'Two05', 'Two02', 'Two09', 'Two07', 'Three09', 'Three05', 'Three07', 'Three01', 'Three02', 'Four10', 'Four07', 'Four03', 'Four04', 'Four08', 'Five06', 'Five07', 'Five08', 'Five01', 'Five10', 'Six02', 'Six10', 'Six01', 'Six03', 'Six06', 'Seven02', 'Seven01', 'Seven10', 'Seven08', 'Seven03', 'Eight08', 'Eight04', 'Eight03', 'Eight09', 'Eight05', 'Nine01', 'Nine10', 'Nine03', 'Nine09', 'Nine06']",Nine02,Nine03,1,0.94,Nine03,"{'Nine03': 0.9427289015905989, 'Nine09': 0.8982527451394376, 'Nine06': 0.893598492972811, 'Nine10': 0.815934913720485, 'Five01': 0.7149439942022477, 'Nine01': 0.6854777495804876, 'Three05': 0.6582601457266327, 'Five10': 0.6342680197330148, 'Five07': 0.6289461703153144, 'Five06': 0.621927370259109, 'Three02': 0.6138110748195815, 'Three01': 0.6046090563686574, 'Five08': 0.5996323550980984, 'Three07': 0.5954930065548454, 'One07': 0.5920889960980895, 'Three09': 0.5756950683197375, 'Six02': 0.5534372417823356, 'Six10': 0.534311986754603, 'Six06': 0.5296099428605381, 'One09': 0.522349460466735, 'Seven03': 0.49666296728660686, 'One03': 0.49199572064887886, 'Four03': 0.48864575231817464, 'Seven08': 0.48587999979492213, 'Seven01': 0.48277906008508475, 'Four10': 0.4823919218723117, 'Seven10': 0.47694629642532205, 'Four04': 0.46572904393826164, 'Four07': 0.4603330442048653, 'Six01': 0.4510732908217945, 'Six03': 0.44822383650495723, 'One05': 0.4449924349458896, 'Zero06': 0.44218123479933624, 'Seven02': 0.4371800026713959, 'Four08': 0.4351526030618931, 'One10': 0.430713397473409, 'Zero03': 0.4304011207152224, 'Zero10': 0.42761078000555797, 'Two08': 0.4143443710023369, 'Two09': 0.4029877603037664, 'Zero07': 0.4015317782494081, 'Two05': 0.3981043487254907, 'Two02': 0.39083724479907367, 'Two07': 0.3626963534100861, 'Zero04': 0.33220627925198065, 'Eight04': 0.28383097478631314, 'Eight08': 0.2453244964779937, 'Eight05': 0.23089377925566745, 'Eight09': 0.20747136126604193, 'Eight03': 0.1455925139991464}"
4,Zero,1,6,60,"['Zero02', 'Zero09', 'Zero06', 'Zero01', 'Zero03', 'Zero05', 'One07', 'One08', 'One01', 'One03', 'One02', 'One09', 'Two09', 'Two10', 'Two02', 'Two08', 'Two05', 'Two04', 'Three06', 'Three08', 'Three09', 'Three10', 'Three04', 'Three05', 'Four10', 'Four09', 'Four05', 'Four02', 'Four08', 'Four01', 'Five07', 'Five08', 'Five06', 'Five04', 'Five09', 'Five01', 'Six03', 'Six10', 'Six01', 'Six05', 'Six07', 'Six06', 'Seven07', 'Seven05', 'Seven04', 'Seven09', 'Seven02', 'Seven06', 'Eight10', 'Eight02', 'Eight07', 'Eight03', 'Eight06', 'Eight08', 'Nine10', 'Nine03', 'Nine09', 'Nine08', 'Nine02', 'Nine04']",Zero04,Zero09,1,0.92,Zero09,"{'Zero09': 0.9245960941672222, 'Zero05': 0.9161601129099578, 'Zero02': 0.902918786448795, 'Zero03': 0.8843787151508926, 'Four01': 0.6507784335409473, 'Four02': 0.6399204572404342, 'Four10': 0.6238658024094987, 'Four08': 0.5811520625072535, 'Four05': 0.5780000640380654, 'Four09': 0.5720927400653133, 'Zero06': 0.5647054360363882, 'Six05': 0.5221308936049507, 'Eight03': 0.4730824462812242, 'Eight02': 0.4130871195243687, 'Eight10': 0.4083930977192478, 'Eight06': 0.38736340071736797, 'Nine03': 0.3691341136200479, 'Eight07': 0.3664360313996061, 'Nine08': 0.3651623462548229, 'Nine04': 0.3583305914437779, 'Nine02': 0.3322062792519801, 'Nine10': 0.3105451859779649, 'Eight08': 0.3030472660467175, 'Zero01': 0.2999390610813678, 'Nine09': 0.29374286229768853, 'Six06': 0.26996125567312756, 'Three05': 0.2574371509431528, 'Two04': 0.2542315929820461, 'Six07': 0.24167140164053957, 'Three06': 0.23276414824516323, 'Three04': 0.21285841808479866, 'Two02': 0.20602034621909449, 'Three10': 0.1989466338677326, 'Two10': 0.19684833138630864, 'Three09': 0.1941417435194681, 'Six10': 0.19218752294416797, 'Five01': 0.1903554654921784, 'One02': 0.18844630728254785, 'One03': 0.18765665506161844, 'One08': 0.18596836821395413, 'Two05': 0.18504528395052744, 'Two08': 0.1733830491206344, 'One09': 0.16993309912233634, 'Two09': 0.16924657855913017, 'Three08': 0.16792023059715022, 'One01': 0.15535362595678592, 'One07': 0.15535362595678415, 'Seven06': 0.14382778932908302, 'Seven04': 0.13782861655689704, 'Seven09': 0.13611610772092708}"
4,One,1,6,60,"['Zero02', 'Zero09', 'Zero06', 'Zero01', 'Zero03', 'Zero05', 'One07', 'One08', 'One01', 'One03', 'One02', 'One09', 'Two09', 'Two10', 'Two02', 'Two08', 'Two05', 'Two04', 'Three06', 'Three08', 'Three09', 'Three10', 'Three04', 'Three05', 'Four10', 'Four09', 'Four05', 'Four02', 'Four08', 'Four01', 'Five07', 'Five08', 'Five06', 'Five04', 'Five09', 'Five01', 'Six03', 'Six10', 'Six01', 'Six05', 'Six07', 'Six06', 'Seven07', 'Seven05', 'Seven04', 'Seven09', 'Seven02', 'Seven06', 'Eight10', 'Eight02', 'Eight07', 'Eight03', 'Eight06', 'Eight08', 'Nine10', 'Nine03', 'Nine09', 'Nine08', 'Nine02', 'Nine04']",One05,One07,1,0.83,One07,"{'One07': 0.829299139721416, 'One01': 0.8292991397214143, 'One03': 0.7754118507882066, 'One09': 0.7293925442892872, 'Five09': 0.7205263716881416, 'Five08': 0.6711427543599672, 'One08': 0.6707428116471291, 'Five04': 0.6624726849711096, 'Three06': 0.6319874368096223, 'Three08': 0.63110203981601, 'Five06': 0.6302002739322037, 'One02': 0.6298441286002545, 'Five07': 0.6269808969313058, 'Three04': 0.6194594729816914, 'Three10': 0.6037812255700967, 'Five01': 0.6015995991222338, 'Seven06': 0.6015511710181822, 'Three05': 0.5986984381535403, 'Three09': 0.5807766278653247, 'Two09': 0.5563774242545929, 'Six01': 0.5405298637412129, 'Seven05': 0.5393243804318918, 'Two04': 0.534982336679338, 'Seven09': 0.5242190228221673, 'Two05': 0.5137677192170982, 'Two08': 0.5036973731515476, 'Six03': 0.49166474051467557, 'Two10': 0.4907114105604531, 'Six10': 0.477533750119282, 'Seven07': 0.46517722199030576, 'Nine09': 0.4505719403552695, 'Nine02': 0.44499243494588925, 'Nine10': 0.4432105124150709, 'Two02': 0.4292001607610163, 'Six07': 0.4264326595241217, 'Six06': 0.41747355413936693, 'Nine03': 0.388465738414039, 'Four09': 0.3828332224992551, 'Seven04': 0.37849613979090224, 'Four08': 0.3631896494538619, 'Four05': 0.3590649439858614, 'Nine04': 0.35269499541304306, 'Four10': 0.3220557245395511, 'Seven02': 0.32025483454095116, 'Nine08': 0.31978908192205746, 'Six05': 0.30782685230501305, 'Four01': 0.29740926533155976, 'Four02': 0.28993908739474084, 'Zero05': 0.28425054943873185, 'Zero01': 0.2662643472449515}"
4,Two,1,6,60,"['Zero02', 'Zero09', 'Zero06', 'Zero01', 'Zero03', 'Zero05', 'One07', 'One08', 'One01', 'One03', 'One02', 'One09', 'Two09', 'Two10', 'Two02', 'Two08', 'Two05', 'Two04', 'Three06', 'Three08', 'Three09', 'Three10', 'Three04', 'Three05', 'Four10', 'Four09', 'Four05', 'Four02', 'Four08', 'Four01', 'Five07', 'Five08', 'Five06', 'Five04', 'Five09', 'Five01', 'Six03', 'Six10', 'Six01', 'Six05', 'Six07', 'Six06', 'Seven07', 'Seven05', 'Seven04', 'Seven09', 'Seven02', 'Seven06', 'Eight10', 'Eight02', 'Eight07', 'Eight03', 'Eight06', 'Eight08', 'Nine10', 'Nine03', 'Nine09', 'Nine08', 'Nine02', 'Nine04']",Two06,Two04,1,0.94,Two04,"{'Two04': 0.9353803247345486, 'Two10': 0.8348196530527386, 'Two05': 0.82876653494212, 'Two09': 0.8133654957087892, 'Two02': 0.8110955464990839, 'Two08': 0.7686299782000721, 'One08': 0.7074032014765607, 'One02': 0.6932721966933453, 'One07': 0.6929155463792047, 'One01': 0.6929155463792047, 'Seven06': 0.6227943111420383, 'Three06': 0.58551082873102, 'Three04': 0.5796031038977278, 'Three05': 0.5682818562470558, 'Six01': 0.5677238812337384, 'Seven05': 0.5652154339439435, 'Three09': 0.5615294958698924, 'Three10': 0.5593717311389172, 'Seven09': 0.5555500688766065, 'Three08': 0.5554775464186705, 'Zero01': 0.5550178852912846, 'One03': 0.5323592021497621, 'Zero06': 0.5133028637752202, 'Seven07': 0.5095730868458819, 'Six03': 0.5058331895000152, 'Four08': 0.5053889498116164, 'Five09': 0.5049971031042728, 'Eight07': 0.504615645916345, 'One09': 0.5039952309548258, 'Eight10': 0.495799951403182, 'Six05': 0.4913347099537262, 'Six10': 0.4902534138816357, 'Six07': 0.4851567609240751, 'Eight06': 0.4763035653161979, 'Six06': 0.4759133311600451, 'Five04': 0.4715212051525678, 'Four05': 0.46749185525676484, 'Five08': 0.4610821899044423, 'Eight02': 0.4601394605871525, 'Eight08': 0.4553730535750464, 'Seven04': 0.4529553341544854, 'Four09': 0.4444041038536519, 'Eight03': 0.4416919797794747, 'Five01': 0.4248197029177653, 'Five06': 0.4241922506050759, 'Five07': 0.42288674826650785, 'Seven02': 0.4123287006901718, 'Four10': 0.4096470292458748, 'Nine04': 0.4084930809543098, 'Nine08': 0.4036292864140729}"
4,Three,1,6,60,"['Zero02', 'Zero09', 'Zero06', 'Zero01', 'Zero03', 'Zero05', 'One07', 'One08', 'One01', 'One03', 'One02', 'One09', 'Two09', 'Two10', 'Two02', 'Two08', 'Two05', 'Two04', 'Three06', 'Three08', 'Three09', 'Three10', 'Three04', 'Three05', 'Four10', 'Four09', 'Four05', 'Four02', 'Four08', 'Four01', 'Five07', 'Five08', 'Five06', 'Five04', 'Five09', 'Five01', 'Six03', 'Six10', 'Six01', 'Six05', 'Six07', 'Six06', 'Seven07', 'Seven05', 'Seven04', 'Seven09', 'Seven02', 'Seven06', 'Eight10', 'Eight02', 'Eight07', 'Eight03', 'Eight06', 'Eight08', 'Nine10', 'Nine03', 'Nine09', 'Nine08', 'Nine02', 'Nine04']",Three02,Three04,1,0.93,Three04,"{'Three04': 0.9333947685200715, 'Three08': 0.903567264569425, 'Three10': 0.9004893376659073, 'Three09': 0.8974980159446421, 'Three05': 0.89387894589172, 'Three06': 0.8900525933895582, 'Seven06': 0.7763016829733679, 'Five01': 0.7650744086104294, 'Seven05': 0.7588071550431579, 'One02': 0.7571589169460731, 'Seven09': 0.754834040350457, 'Five09': 0.7351364198668342, 'Seven04': 0.7241260554981839, 'Seven07': 0.7234401484134274, 'Five04': 0.7139790059571932, 'One07': 0.6947690587125539, 'One01': 0.6947690587125535, 'One08': 0.6900165055001173, 'Five06': 0.688645406355083, 'One09': 0.6839060890911122, 'Five08': 0.6824924627304059, 'Nine04': 0.6745213261602829, 'Seven02': 0.6730042059681818, 'One03': 0.6640504631389406, 'Nine08': 0.6638673333035108, 'Five07': 0.6594340914691685, 'Nine10': 0.6520993407698437, 'Nine03': 0.6303364807185103, 'Nine02': 0.6138110748195816, 'Nine09': 0.6032977655559868, 'Two08': 0.56986298908193, 'Two09': 0.5652697000158613, 'Two04': 0.5557846015255128, 'Two05': 0.549494812769552, 'Two10': 0.5427606421340814, 'Two02': 0.511681192381855, 'Four09': 0.45577669777257235, 'Six10': 0.4339294607846832, 'Six01': 0.405146593840934, 'Four08': 0.4007580618125548, 'Four05': 0.3975621097064299, 'Four10': 0.39350548785927275, 'Six06': 0.3823754855882069, 'Six07': 0.38214567915668274, 'Six03': 0.37904679396850327, 'Six05': 0.3783117998176281, 'Four01': 0.3774378973550172, 'Four02': 0.37531836694661413, 'Zero06': 0.2531016811693355, 'Eight03': 0.24786278607074563}"
4,Four,1,6,60,"['Zero02', 'Zero09', 'Zero06', 'Zero01', 'Zero03', 'Zero05', 'One07', 'One08', 'One01', 'One03', 'One02', 'One09', 'Two09', 'Two10', 'Two02', 'Two08', 'Two05', 'Two04', 'Three06', 'Three08', 'Three09', 'Three10', 'Three04', 'Three05', 'Four10', 'Four09', 'Four05', 'Four02', 'Four08', 'Four01', 'Five07', 'Five08', 'Five06', 'Five04', 'Five09', 'Five01', 'Six03', 'Six10', 'Six01', 'Six05', 'Six07', 'Six06', 'Seven07', 'Seven05', 'Seven04', 'Seven09', 'Seven02', 'Seven06', 'Eight10', 'Eight02', 'Eight07', 'Eight03', 'Eight06', 'Eight08', 'Nine10', 'Nine03', 'Nine09', 'Nine08', 'Nine02', 'Nine04']",Four07,Four05,1,0.92,Four05,"{'Four05': 0.9181890748035025, 'Four10': 0.9162218381601364, 'Four09': 0.9142355029311874, 'Four08': 0.8911692377975317, 'Four02': 0.8795399865053907, 'Four01': 0.7927457166760254, 'Six05': 0.7392158423033097, 'Six06': 0.7197912773095823, 'Six07': 0.6934615150114065, 'Six10': 0.6618337821468321, 'Zero06': 0.6607383374386514, 'Zero09': 0.6529830041016604, 'Zero01': 0.6430069365923026, 'Zero02': 0.6326807546535733, 'Zero03': 0.6192310850237724, 'Eight03': 0.5421701488761913, 'Two04': 0.508195544180815, 'Zero05': 0.5080022706517939, 'One01': 0.5022332704007033, 'One07': 0.5022332704007018, 'Eight08': 0.496912528295371, 'Eight02': 0.48826580955441656, 'Eight10': 0.47399684255998065, 'Six03': 0.4736873464455751, 'Five01': 0.4626277448318443, 'Three06': 0.46244131154670987, 'Nine02': 0.4603330442048652, 'Three05': 0.4596085433051632, 'One08': 0.45942828120300516, 'Eight06': 0.455172326531046, 'Nine03': 0.44966006157723526, 'Six01': 0.44325599561490814, 'Nine09': 0.43987548878552674, 'Five04': 0.4315297969666436, 'Nine08': 0.4279984792018825, 'Three10': 0.4255584645418341, 'Nine04': 0.42442942662854166, 'Three04': 0.42235785796932057, 'Eight07': 0.4212902824270587, 'Nine10': 0.41363713958231096, 'Five06': 0.408935893466162, 'Five09': 0.4080349762162927, 'One02': 0.4068276609233833, 'Three09': 0.4016183018922703, 'Five08': 0.3976898072260723, 'Three08': 0.39519758140076755, 'Five07': 0.3938027517154702, 'Two10': 0.39371068992834024, 'One09': 0.3874095576406785, 'Two05': 0.3858558859479817}"
4,Five,1,6,60,"['Zero02', 'Zero09', 'Zero06', 'Zero01', 'Zero03', 'Zero05', 'One07', 'One08', 'One01', 'One03', 'One02', 'One09', 'Two09', 'Two10', 'Two02', 'Two08', 'Two05', 'Two04', 'Three06', 'Three08', 'Three09', 'Three10', 'Three04', 'Three05', 'Four10', 'Four09', 'Four05', 'Four02', 'Four08', 'Four01', 'Five07', 'Five08', 'Five06', 'Five04', 'Five09', 'Five01', 'Six03', 'Six10', 'Six01', 'Six05', 'Six07', 'Six06', 'Seven07', 'Seven05', 'Seven04', 'Seven09', 'Seven02', 'Seven06', 'Eight10', 'Eight02', 'Eight07', 'Eight03', 'Eight06', 'Eight08', 'Nine10', 'Nine03', 'Nine09', 'Nine08', 'Nine02', 'Nine04']",Five02,Five08,1,0.97,Five08,"{'Five08': 0.9652392230175968, 'Five06': 0.9250667054767057, 'Five04': 0.9194688294974527, 'Five01': 0.8665838081399035, 'Five07': 0.827177999000877, 'Three05': 0.8029557318289994, 'Five09': 0.7895612465522273, 'One03': 0.7335872557728584, 'One09': 0.7164265635576407, 'Three04': 0.7115341573810454, 'Three06': 0.7032725089094993, 'Three08': 0.6990161902107206, 'One07': 0.6850771025585916, 'One01': 0.6850771025585907, 'Three10': 0.6617691202481211, 'One08': 0.6254647596557217, 'Nine09': 0.6243209564863239, 'Three09': 0.6072751104699079, 'Seven06': 0.603982927675452, 'One02': 0.6034379193018469, 'Nine10': 0.5929193406864486, 'Six01': 0.5912825555830903, 'Nine02': 0.5827762776736952, 'Six03': 0.5797199996272574, 'Seven05': 0.55859216159193, 'Seven09': 0.5515683078435631, 'Six10': 0.5333047810957904, 'Nine03': 0.5267153007696015, 'Two08': 0.5042698556000063, 'Two09': 0.49616060822489516, 'Nine04': 0.49151138091430013, 'Seven07': 0.4909775664065007, 'Six07': 0.48328911991165546, 'Two05': 0.48243000994010576, 'Two04': 0.48183739208608056, 'Two10': 0.4702139342572109, 'Six05': 0.46888548096621896, 'Six06': 0.4644423862969448, 'Two02': 0.44496385109598113, 'Four09': 0.4431969685217214, 'Nine08': 0.43427833094443746, 'Seven04': 0.4144957471692545, 'Four05': 0.39013080487424245, 'Four10': 0.3835886068185266, 'Four08': 0.38177174388457547, 'Eight03': 0.3699450110689084, 'Seven02': 0.34392112346096515, 'Four01': 0.34385374991856865, 'Four02': 0.3345888941845203, 'Zero06': 0.291792262887689}"
